config_label,question_id,question,expected_answer,answerable,supporting_pages,supporting_section_heading,retrieved_chunk_ids,retrieved_pages,hit_at_1,hit_at_3,recall_at_5,mrr_at_5,ndcg_at_5,context_precision,context_recall,latency_ms,top_chunk_score,top_chunk_preview,notes
hybrid_500_o10,q011,"For Money in Transit, until when does the cover apply?",Cover applies up until the close of business on the next bank trading day from when the Transit commenced.,True,35,Money Section - The cover,h0071 | h0072 | h0073 | h0070 | h0077,"35 | 35 | 35 | 34,35 | 37",1.0,1.0,1.0,1.0,1.0,0.2,1.0,14.09,15.2508,"Document > The cover We will pay, in accordance with Basis of Settlement, up to the Sum Insured shown in the Schedule for Loss of Money during the Period of Insurance for the following events: Document > a. Money in Tran",
hybrid_500_o10,q012,What cost does the Glass Section pay for broken Glass?,It pays the actual cost of replacing and fixing the Glass with Glass of a similar type and quality.,True,38,Glass Section - The cover,h0079 | h0078 | h0198 | h0197 | h0062,"38,39 | 37,38 | 89 | 88,89 | 30",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.83,17.9173,"Document > Additional Cost: We will pay any additional costs incurred by You: - a. in arranging after-hours services, express delivery and labour at overtime rates in relation to the repair and replacement of Broken Glas",
hybrid_500_o10,q013,What does the Machinery Breakdown Section cover?,It covers Breakdown to Machinery occurring at the Situation during the Period of Insurance.,True,39,Machinery Breakdown Section - The cover,h0088 | h0087 | h0083 | h0080 | h0006.1,"42,43 | 42 | 40,41 | 39 | 7",0.0,0.0,1.0,0.25,0.431,0.2,1.0,13.68,11.0613,Document > 1. Inspection Our representatives will have the right to inspect and examine any Machinery at a reasonable time and frequency during the Period of Insurance and You will take reasonable steps to properly prepa,
hybrid_500_o10,q014,"Under the Electronic Equipment Section optional Cost of restoring data benefit, what backup copies must You have?","You must have duplicate back up copies of updated Electronic Data stored off site at alternative premises, in a cloud storage service or on an external server.",True,44,Electronic Equipment Section - Cost of restoring data,h0092 | h0091 | h0033 | h0032 | h0051,"44,45 | 44 | 19 | 19 | 26,27",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.52,27.6969,"Document > 1. Cover If the optional benefit 'Cost of Restoring Data' is operative We will pay You up to the Sum Insured shown in the Schedule, following a claim being admitted under this Section, for the costs incurred f",
hybrid_500_o10,q015,"A salesperson normally resident in Australia travels overseas for work and neither does nor supervises manual work. Under the Public and Products Liability territorial limits, where can cover apply?",Cover can apply elsewhere in the world for travelling executives or salespeople normally resident in Australia who neither undertake nor supervise manual work.,True,48,Public and Products Liability Section - Territorial Limits,h0101 | h0006.2 | h0116 | h0006.1 | h0099,48 | 7 | 54 | 7 | 47,1.0,1.0,1.0,1.0,1.0,0.2,1.0,14.06,39.9918,"Document > Personal Injury means: - a. bodily injury, death, sickness, disease, shock, fright, mental anguish, mental injury or loss of consortium; - b. false arrest, false detention, wrongful imprisonment, malicious pro",
hybrid_500_o10,q016,What cover types are available under the Business Interruption Section?,"Part A - Business Income Protection, Part B - Consequential Loss of Profits, and Part C - Business Continuity.",True,56,Business Interruption Section - Cover type,h0007 | h0010 | h0009 | h0121 | h0213,"8,9 | 9 | 9 | 56 | 96,97",0.0,0.0,1.0,0.25,0.431,0.2,1.0,13.82,12.8011,"Document | Sections | Summary of covers (This table is not to be relied on as an accurate description of cover. See relevant Section for details, relevant limits, and specific conditions and exclusions that apply) | |---",
hybrid_500_o10,q017,"Under the General Property Section, where does cover for Accidental Damage apply?","Cover applies anywhere in the world, unless the geographical limits are amended by an Endorsement shown in the Schedule.",True,67,General Property Section - Geographical limits,h0030 | h0142 | h0006.1 | h0107 | h0203,"18 | 66,67 | 7 | 50,51 | 91,92",0.0,1.0,1.0,0.5,0.631,0.2,1.0,14.0,10.058,"Document > 3. Computer technology The Policy does not cover any Damage to any appliance, machinery, equipment or other property which is a computer or which contains or comprises any computer technology (including comput",
hybrid_500_o10,q018,By when must a Crime loss be discovered under Management Liability Part C?,"The loss must be discovered not later than 12 months after the expiry of the Period of Insurance or not later than 12 months after termination of the Employee's employment, whichever occurs first.",True,80,Management Liability Section - Part C - Crime - The cover,h0045 | h0007 | h0180 | h0161 | h0030,"24 | 8,9 | 81,82 | 74 | 18",0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.35,12.4214,"Document > 17. Reasonable care and maintenance You must take all reasonable care: - a. to prevent loss, Damage or legal liability covered under this policy; - b. to maintain the Property Insured in sound condition, in pa",
hybrid_500_o10,q019,When does Transit commence under the Goods In Transit Section?,Transit commences when the Property Insured is first moved from a place of storage for the specific purpose of loading onto the Conveyance.,True,83,Goods In Transit Section - Definitions applicable to this Section,h0185 | h0184 | h0186 | h0072 | h0073,"84 | 83,84 | 84 | 35 | 35",0.0,1.0,1.0,0.5,0.631,0.2,1.0,13.42,12.0195,Document Transit includes any transit to or from and while the Property Insured is at any premises for the purpose of packing or preparation for shipment for a period of up to one month prior to shipment. Transit exclude,
hybrid_500_o10,q020,What email address is provided for the Direct Marketing Privacy Service Line?,Not answerable from the provided PDF.,False,13,Privacy Notice - Why We collect Your personal information,h0019 | h0018 | h0020 | h0021 | h0010,"12,13 | 12 | 13 | 13,14 | 9",,,,,,,,13.54,20.3063,Document > How We collect Your personal information We usually collect Your personal information from You or Your agents. We may also collect it from Our agents and service providers; other insurers and insurance referen,Unanswerable questions are excluded from ranking aggregates in this notebook phase.
hybrid_800_o20,q001,Does the policy automatically provide cover for loss or damage caused by Flood?,No. The policy does not automatically provide cover for loss or damage caused by Flood.,True,7,Summary of the available covers,h0005 | h0040 | h0041 | h0043 | h0094,"7 | 29,30 | 30 | 31 | 67,68",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.58,12.8218,Document > Summary of the available covers Not everything is covered by the Policy. The following is a limited summary only and as such does not form part of the terms of Your insurance. All cover is subject to the appli,
hybrid_800_o20,q002,Which sections are insured under the policy?,Only the sections shown as covered in the Schedule are insured.,True,9,Our contract with You,h0023 | h0022 | h0031 | h0042 | h0032,"19 | 18,19 | 24 | 30 | 24,25",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19,5.6239,"Document - I. These Sections do not cover any loss or Damage of whatsoever kind directly or indirectly caused by, contributed to by or arising from: - i. Damage, loss, destruction, distortion, erasure, corruption, altera",
hybrid_800_o20,q003,How long is the cooling off period for this insurance?,The cooling off period is 14 days.,True,10,Your cooling off rights,h0008 | h0007 | h0013 | h0014 | h0010,"10 | 9,10 | 12,13 | 13,14 | 11",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.54,14.4075,"Document Where We agree to issue a Policy, cover is provided on the basis: - that You have paid or agreed to pay Us the Premium for the cover provided; - of the verbal and/or written information provided by You which mus",
hybrid_800_o20,q004,What must You disclose before entering into the insurance contract?,"You must disclose every matter You know, or could reasonably be expected to know, is relevant to Allianz's decision whether to accept the risk and on what terms.",True,12,Your Duty of Disclosure,h0012 | h0013 | h0099 | h0007 | h0008,"11,12 | 12,13 | 71 | 9,10 | 10",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.4,17.0003,"Document > Premium payment by direct debit You may have chosen to pay the Premium for this insurance by direct debit from a financial institution holding Your account. If You choose this option, the financial institution",
hybrid_800_o20,q005,A building has been left vacant for more than 60 consecutive days. What does the Unoccupied Buildings exclusion say about cover at that building?,The policy does not provide cover at a Building after it has been Unoccupied for more than 60 consecutive days.,True,19,General exclusions - Unoccupied Buildings,h0023 | h0024 | h0040 | h0047 | h0041,"19 | 19,20 | 29,30 | 34,35 | 30",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.4,35.1075,"Document - I. These Sections do not cover any loss or Damage of whatsoever kind directly or indirectly caused by, contributed to by or arising from: - i. Damage, loss, destruction, distortion, erasure, corruption, altera",
hybrid_800_o20,q006,What does the policy mean by Excess?,"Excess is the amount of money specified in the Schedule or Policy that You must contribute for claims from one event, or the specified period for which no payment will be made by Allianz.",True,16,General definitions - Excess,h0007 | h0012 | h0019 | h0024 | h0134,"9,10 | 11,12 | 16 | 19,20 | 95",0.0,1.0,1.0,0.333,0.5,0.2,1.0,13.46,7.0958,Document > Our contract with You Where We agree to enter into a Policy with the Insured it is a contract of insurance between Us and the Insured. The Policy consists of: - this document which sets out the standard terms ,
hybrid_800_o20,q007,One event leads to claims under more than one section of the policy. Which Excess applies?,Only the single highest Excess applies to all claims arising out of the one event.,True,24,General terms and conditions - Payment of Excess,h0031 | h0075 | h0036 | h0076 | h0103,"24 | 54,55 | 27,28 | 55,56 | 73,74",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.47,9.1471,Document > 15. Payment of Excess You must pay the Excess amount as a contribution to Your claim and in accordance with the terms and conditions applicable to the Section of Your Policy under which You are making a claim.,
hybrid_800_o20,q008,"What must You do about the police if malicious Damage, theft, attempted theft or loss of property may result in a claim?",You must inform the police as soon as reasonably possible.,True,20,Claims procedure and conditions - Claims procedure,h0026 | h0134 | h0025 | h0124 | h0125,"20 | 95 | 20 | 87,88 | 88,89",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.5,21.4382,Document > 1. Claims procedure - a. As soon as reasonably possible of You becoming aware of anything happening which may result in a claim under the Policy You must take reasonable steps to do the following at Your own e,
hybrid_800_o20,q009,What does the Commercial Property Section cover?,"It covers Property Insured that is accidentally Damaged at the Situation during the Period of Insurance, subject to the applicable limits and Basis of Settlement.",True,25,Commercial Property Section - The cover,h0005 | h0078 | h0022 | h0077 | h0012,"7 | 56 | 18,19 | 56 | 11,12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.55,6.2568,Document > Summary of the available covers Not everything is covered by the Policy. The following is a limited summary only and as such does not form part of the terms of Your insurance. All cover is subject to the appli,
hybrid_800_o20,q010,"Under the Theft Section, what type of building entry or exit can trigger cover?","Visible, forcible and violent entry into or exit from Buildings at the Situation can trigger cover.",True,32,Theft Section - The cover,h0044 | h0047 | h0052 | h0093 | h0048,"32,33 | 34,35 | 37,38,39 | 67 | 34,35",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.4,15.9793,Document Provided that We will pay for any Damage to Property Insured that is not otherwise excluded that results from Damage caused directly by or arising directly from any of these causes. 4. We will not cover Damage c,
hybrid_800_o20,q011,"For Money in Transit, until when does the cover apply?",Cover applies up until the close of business on the next bank trading day from when the Transit commenced.,True,35,Money Section - The cover,h0048 | h0049 | h0051 | h0005 | h0042,"34,35 | 35,36 | 36,37,38 | 7 | 30",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.47,12.7133,"Document > Specific exclusions applicable to this Section We will not pay for: 1. Theft from any open-sided structure such as, but not limited to, verandas, yards or other open spaces whether they are partially or fully ",
hybrid_800_o20,q012,What cost does the Glass Section pay for broken Glass?,It pays the actual cost of replacing and fixing the Glass with Glass of a similar type and quality.,True,38,Glass Section - The cover,h0052 | h0126 | h0042 | h0051 | h0047,"37,38,39 | 88,89 | 30 | 36,37,38 | 34,35",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.53,14.9098,"Document > Specific exclusions applicable to this Section We will not pay for: 1. theft from an unattended Vehicle that is not Locked; 2. theft from a Safe or Strongroom when the locking device is opened by: - a. a key, ",
hybrid_800_o20,q013,What does the Machinery Breakdown Section cover?,It covers Breakdown to Machinery occurring at the Situation during the Period of Insurance.,True,39,Machinery Breakdown Section - The cover,h0057 | h0056 | h0053 | h0054 | h0055,"42,43 | 41,42 | 38,39,40 | 39,40 | 40,41",0.0,1.0,1.0,0.333,0.5,0.2,1.0,13.34,10.5989,"Document 3. Breakdown or Damage to parts not normally reused or repaired or that require periodic replacement including belts, tracks, rails, ropes, wires, chains, tyres, filters, moulds, dies, exchangeable tools, patter",
hybrid_800_o20,q014,"Under the Electronic Equipment Section optional Cost of restoring data benefit, what backup copies must You have?","You must have duplicate back up copies of updated Electronic Data stored off site at alternative premises, in a cloud storage service or on an external server.",True,44,Electronic Equipment Section - Cost of restoring data,h0059 | h0060 | h0023 | h0035 | h0005,"43,44 | 44,45 | 19 | 26,27 | 7",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.41,23.9976,Document > 6. Unrepaired Damage Our liability shall cease for any Property Insured that has sustained a Defi ned Event caused as a result of unrepaired Damage which You were aware of or a reasonable person ought reasonab,
hybrid_800_o20,q015,"A salesperson normally resident in Australia travels overseas for work and neither does nor supervises manual work. Under the Public and Products Liability territorial limits, where can cover apply?",Cover can apply elsewhere in the world for travelling executives or salespeople normally resident in Australia who neither undertake nor supervise manual work.,True,48,Public and Products Liability Section - Territorial Limits,h0065 | h0064 | h0061 | h0063 | h0005,"48 | 47,48 | 45,46 | 47 | 7",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.54,40.9656,Document > Property Damage means: - a. physical injury to or loss of or destruction of tangible property including loss of use of that property at any time resulting therefrom; - b. loss of use of tangible property which,
hybrid_800_o20,q016,What cover types are available under the Business Interruption Section?,"Part A - Business Income Protection, Part B - Consequential Loss of Profits, and Part C - Business Continuity.",True,56,Business Interruption Section - Cover type,h0006 | h0007 | h0003 | h0136 | h0008,"8,9 | 9,10 | 5,6 | 96,97,100 | 10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.27,10.2503,"Document | Sections | Summary of covers (This table is not to be relied on as an accurate description of cover. See relevant Section for details, relevant limits, and specific conditions and exclusions that apply) | |---",
hybrid_800_o20,q017,"Under the General Property Section, where does cover for Accidental Damage apply?","Cover applies anywhere in the world, unless the geographical limits are amended by an Endorsement shown in the Schedule.",True,67,General Property Section - Geographical limits,h0091 | h0068 | h0129 | h0005 | h0092,"66,67 | 50,51 | 90,91 | 7 | 66,67",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.51,7.8261,Document > 6. Turnover elsewhere after Damage If during the Indemnity Period You or others on Your behalf operate the Business from a situation other than those specifi ed in the Schedule then the Turnover so earned will,
hybrid_800_o20,q018,By when must a Crime loss be discovered under Management Liability Part C?,"The loss must be discovered not later than 12 months after the expiry of the Period of Insurance or not later than 12 months after termination of the Employee's employment, whichever occurs first.",True,80,Management Liability Section - Part C - Crime - The cover,h0031 | h0115 | h0032 | h0006 | h0103,"24 | 81,82 | 24,25 | 8,9 | 73,74",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42,10.3085,Document > 15. Payment of Excess You must pay the Excess amount as a contribution to Your claim and in accordance with the terms and conditions applicable to the Section of Your Policy under which You are making a claim.,
hybrid_800_o20,q019,When does Transit commence under the Goods In Transit Section?,Transit commences when the Property Insured is first moved from a place of storage for the specific purpose of loading onto the Conveyance.,True,83,Goods In Transit Section - Definitions applicable to this Section,h0118 | h0117 | h0119 | h0048 | h0049,"83,84 | 83,84 | 84,85 | 34,35 | 35,36",1.0,1.0,1.0,1.0,1.0,0.2,1.0,13.36,11.8646,"Document > Definitions applicable to this Section Constructive Total Loss means the cost of repair or recovery exceeds the Insured value of the Property. Conveyance means the vehicle, vessel, Aircraft or train by which t",
hybrid_800_o20,q020,What email address is provided for the Direct Marketing Privacy Service Line?,Not answerable from the provided PDF.,False,13,Privacy Notice - Why We collect Your personal information,h0013 | h0012 | h0014 | h0007 | h0011,"12,13 | 11,12 | 13,14 | 9,10 | 11,12",,,,,,,,13.22,23.61,"Document > Your Duty of Disclosure Before You enter into a contract of insurance with Us, You have a duty under the Insurance Contracts Act 1984 to disclose to Us every matter that You know, or could reasonably be expect",Unanswerable questions are excluded from ranking aggregates in this notebook phase.
page_800_o00,q001,Does the policy automatically provide cover for loss or damage caused by Flood?,No. The policy does not automatically provide cover for loss or damage caused by Flood.,True,7,Summary of the available covers,p007.1 | p030.1 | p024.1 | p031.1 | p019.1,7 | 30 | 24 | 31 | 19,1.0,1.0,1.0,1.0,1.0,0.2,1.0,9.32,14.0847,document summary of the available covers not everything is covered by the policy the following is a limited summary only and as such does not form part of the terms of your insurance all cover is subject to the applicabl,
page_800_o00,q002,Which sections are insured under the policy?,Only the sections shown as covered in the Schedule are insured.,True,9,Our contract with You,p019.1 | p024.1 | p018.1 | p030.1 | p007.1,19 | 24 | 18 | 30 | 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08,6.2261,document i these sections do not cover any loss or damage of whatsoever kind directly or indirectly caused by contributed to by or arising from i damage loss destruction distortion erasure corruption alteration theft or ,
page_800_o00,q003,How long is the cooling off period for this insurance?,The cooling off period is 14 days.,True,10,Your cooling off rights,p010.1 | p013.1 | p012.1 | p011.1 | p074.1,10 | 13 | 12 | 11 | 74,1.0,1.0,1.0,1.0,1.0,0.2,1.0,9.06,14.9971,document where we agree to issue a policy cover is provided on the basis that you have paid or agreed to pay us the premium for the cover provided of the verbal and or written information provided by you which must have ,
page_800_o00,q004,What must You disclose before entering into the insurance contract?,"You must disclose every matter You know, or could reasonably be expected to know, is relevant to Allianz's decision whether to accept the risk and on what terms.",True,12,Your Duty of Disclosure,p012.1 | p071.1 | p009.1 | p010.1 | p022.1,12 | 71 | 9 | 10 | 22,1.0,1.0,1.0,1.0,1.0,0.2,1.0,9.1,17.7096,document instalments if you pay your premium by way of instalments you must ensure that they are paid on time we will notify you if an instalment has not been paid and we will try to deduct the overdue amount along with ,
page_800_o00,q005,A building has been left vacant for more than 60 consecutive days. What does the Unoccupied Buildings exclusion say about cover at that building?,The policy does not provide cover at a Building after it has been Unoccupied for more than 60 consecutive days.,True,19,General exclusions - Unoccupied Buildings,p019.1 | p034.1 | p030.1 | p037.1 | p031.1,19 | 34 | 30 | 37 | 31,1.0,1.0,1.0,1.0,1.0,0.2,1.0,9.19,36.0963,document i these sections do not cover any loss or damage of whatsoever kind directly or indirectly caused by contributed to by or arising from i damage loss destruction distortion erasure corruption alteration theft or ,
page_800_o00,q006,What does the policy mean by Excess?,"Excess is the amount of money specified in the Schedule or Policy that You must contribute for claims from one event, or the specified period for which no payment will be made by Allianz.",True,16,General definitions - Excess,p009.1 | p012.1 | p016.1 | p095.1 | p011.1,9 | 12 | 16 | 95 | 11,0.0,1.0,1.0,0.333,0.5,0.2,1.0,9.11,8.5941,document about this insurance this is an important document you should read it carefully before making a decision to purchase this insurance it will help you to decide whether this insurance will meet your needs and comp,
page_800_o00,q007,One event leads to claims under more than one section of the policy. Which Excess applies?,Only the single highest Excess applies to all claims arising out of the one event.,True,24,General terms and conditions - Payment of Excess,p024.1 | p055.1 | p027.1 | p011.1 | p074.1,24 | 55 | 27 | 11 | 74,1.0,1.0,1.0,1.0,1.0,0.2,1.0,9.4,11.335,document 13 one event for earthquake only for the purpose of the application of any excess all loss or damage resulting from earthquake occurring during each period of 72 consecutive hours will be considered as one event,
page_800_o00,q008,"What must You do about the police if malicious Damage, theft, attempted theft or loss of property may result in a claim?",You must inform the police as soon as reasonably possible.,True,20,Claims procedure and conditions - Claims procedure,p095.1 | p020.1 | p088.1 | p032.1 | p024.1,95 | 20 | 88 | 32 | 24,0.0,1.0,1.0,0.5,0.631,0.2,1.0,9.58,22.0533,document what you must do if you do not act as follows we may reduce or refuse to pay a claim to the extent we are prejudiced by your non compliance document 1 do not admit liability you must not a admit guilt or liabili,
page_800_o00,q009,What does the Commercial Property Section cover?,"It covers Property Insured that is accidentally Damaged at the Situation during the Period of Insurance, subject to the applicable limits and Basis of Settlement.",True,25,Commercial Property Section - The cover,p007.1 | p018.1 | p009.1 | p056.1 | p012.1,7 | 18 | 9 | 56 | 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18,7.3304,document summary of the available covers not everything is covered by the policy the following is a limited summary only and as such does not form part of the terms of your insurance all cover is subject to the applicabl,
page_800_o00,q010,"Under the Theft Section, what type of building entry or exit can trigger cover?","Visible, forcible and violent entry into or exit from Buildings at the Situation can trigger cover.",True,32,Theft Section - The cover,p034.1 | p032.1 | p067.1 | p068.1 | p056.1,34 | 32 | 67 | 68 | 56,0.0,1.0,1.0,0.5,0.631,0.2,1.0,9.19,13.2405,document 9 temporary removal to other premises we will also cover your property insured while temporarily removed to any other premises within australia provided that a damage occurs as a consequence of theft of property,
page_800_o00,q011,"For Money in Transit, until when does the cover apply?",Cover applies up until the close of business on the next bank trading day from when the Transit commenced.,True,35,Money Section - The cover,p035.1 | p037.1 | p007.1 | p018.1 | p030.1,35 | 37 | 7 | 18 | 30,1.0,1.0,1.0,1.0,1.0,0.2,1.0,9.34,13.251,document the cover we will pay in accordance with basis of settlement up to the sum insured shown in the schedule for loss of money during the period of insurance for the following events document a money in transit mone,
page_800_o00,q012,What cost does the Glass Section pay for broken Glass?,It pays the actual cost of replacing and fixing the Glass with Glass of a similar type and quality.,True,38,Glass Section - The cover,p038.1 | p089.1 | p034.2 | p030.1 | p016.1,38 | 89 | 34 | 30 | 16,1.0,1.0,1.0,1.0,1.0,0.2,1.0,9.26,17.0992,document the cover we will pay you for the actual cost of replacing and fixing the glass in its frame or in its location with glass of a similar type and quality to the glass that is broken due to accidental breakage of ,
page_800_o00,q013,What does the Machinery Breakdown Section cover?,It covers Breakdown to Machinery occurring at the Situation during the Period of Insurance.,True,39,Machinery Breakdown Section - The cover,p042.1 | p039.1 | p040.1 | p007.1 | p041.1,42 | 39 | 40 | 7 | 41,0.0,1.0,1.0,0.5,0.631,0.2,1.0,9.13,10.593,document 3 breakdown or damage to parts not normally reused or repaired or that require periodic replacement including belts tracks rails ropes wires chains tyres filters moulds dies exchangeable tools patterns gaskets c,
page_800_o00,q014,"Under the Electronic Equipment Section optional Cost of restoring data benefit, what backup copies must You have?","You must have duplicate back up copies of updated Electronic Data stored off site at alternative premises, in a cloud storage service or on an external server.",True,44,Electronic Equipment Section - Cost of restoring data,p044.1 | p019.1 | p027.1 | p007.1 | p050.1,44 | 19 | 27 | 7 | 50,1.0,1.0,1.0,1.0,1.0,0.2,1.0,9.07,24.9845,document 1 hire of temporary equipment and expediting costs following a breakdown to property insured covered by this section we will pay you up to an additional 50 of the normal repair costs for a the cost of hiring tem,
page_800_o00,q015,"A salesperson normally resident in Australia travels overseas for work and neither does nor supervises manual work. Under the Public and Products Liability territorial limits, where can cover apply?",Cover can apply elsewhere in the world for travelling executives or salespeople normally resident in Australia who neither undertake nor supervise manual work.,True,48,Public and Products Liability Section - Territorial Limits,p048.1 | p007.1 | p052.1 | p051.1 | p047.1,48 | 7 | 52 | 51 | 47,1.0,1.0,1.0,1.0,1.0,0.2,1.0,9.27,37.5997,document personal injury means a bodily injury death sickness disease shock fright mental anguish mental injury or loss of consortium b false arrest false detention wrongful imprisonment malicious prosecution or maliciou,
page_800_o00,q016,What cover types are available under the Business Interruption Section?,"Part A - Business Income Protection, Part B - Consequential Loss of Profits, and Part C - Business Continuity.",True,56,Business Interruption Section - Cover type,p008.1 | p009.1 | p012.1 | p005.1 | p010.1,8 | 9 | 12 | 5 | 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04,11.7547,document sections summary of covers this table is not to be relied on as an accurate description of cover see relevant section for details relevant limits and specific conditions and exclusions that apply business interr,
page_800_o00,q017,"Under the General Property Section, where does cover for Accidental Damage apply?","Cover applies anywhere in the world, unless the geographical limits are amended by an Endorsement shown in the Schedule.",True,67,General Property Section - Geographical limits,p007.1 | p050.1 | p067.1 | p018.1 | p091.1,7 | 50 | 67 | 18 | 91,0.0,1.0,1.0,0.333,0.5,0.2,1.0,10.01,8.9741,document summary of the available covers not everything is covered by the policy the following is a limited summary only and as such does not form part of the terms of your insurance all cover is subject to the applicabl,
page_800_o00,q018,By when must a Crime loss be discovered under Management Liability Part C?,"The loss must be discovered not later than 12 months after the expiry of the Period of Insurance or not later than 12 months after termination of the Employee's employment, whichever occurs first.",True,80,Management Liability Section - Part C - Crime - The cover,p024.1 | p008.1 | p074.1 | p018.1 | p081.1,24 | 8 | 74 | 18 | 81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,11.204,document 13 one event for earthquake only for the purpose of the application of any excess all loss or damage resulting from earthquake occurring during each period of 72 consecutive hours will be considered as one event,
page_800_o00,q019,When does Transit commence under the Goods In Transit Section?,Transit commences when the Property Insured is first moved from a place of storage for the specific purpose of loading onto the Conveyance.,True,83,Goods In Transit Section - Definitions applicable to this Section,p084.1 | p035.1 | p083.1 | p008.1 | p044.1,84 | 35 | 83 | 8 | 44,0.0,1.0,1.0,0.333,0.5,0.2,1.0,9.87,11.8501,document transit includes any transit to or from and while the property insured is at any premises for the purpose of packing or preparation for shipment for a period of up to one month prior to shipment transit excludes,
page_800_o00,q020,What email address is provided for the Direct Marketing Privacy Service Line?,Not answerable from the provided PDF.,False,13,Privacy Notice - Why We collect Your personal information,p013.1 | p012.1 | p009.1 | p014.1 | p096.1,13 | 12 | 9 | 14 | 96,,,,,,,,10.07,17.7248,document why we collect your personal information we collect your personal information to enable us to provide our products and services including to process and settle claims make off ers of products and services provid,Unanswerable questions are excluded from ranking aggregates in this notebook phase.
